© 2000-2024 QIAGEN. All rights reserved.

ID	Symbol	Source	miRNA Confidence	Symbol	Pathway	
hsa-miR-142-3p	miR-142-3p (and other miRNAs w/seed GUAGUGU)	TargetScan Mouse,Ingenuity Expert Findings,TargetScan Human	Experimentally Observed,High (predicted)	RAC1	Actin Cytoskeleton Signaling,Actin Nucleation by ARP-WASP Complex,Activation of NMDA receptors and postsynaptic events,Agrin Interactions at Neuromuscular Junction,Amyotrophic Lateral Sclerosis Signaling,Apelin Adipocyte Signaling Pathway,Axonal Guidance Signaling,B Cell Receptor Signaling,Beta-catenin independent WNT signaling,Breast Cancer Regulation by Stathmin1,Cardiac Hypertrophy Signaling,CCR3 Signaling in Eosinophils,CD28 Signaling in T Helper Cells,CDX Gastrointestinal Cancer Signaling Pathway,Chaperone Mediated Autophagy Signaling Pathway,Cholecystokinin/Gastrin-mediated Signaling,Chronic Myeloid Leukemia Signaling,Clathrin-mediated Endocytosis Signaling,Colorectal Cancer Metastasis Signaling,Costimulation by the CD28 family,CSDE1 Signaling Pathway,CTLA4 Signaling in Cytotoxic T Lymphocytes,CXCR4 Signaling,DAP12 interactions,Endocannabinoid Developing Neuron Pathway,EPH-Ephrin signaling,Ephrin A Signaling,Ephrin B Signaling,Ephrin Receptor Signaling,Epithelial Adherens Junction Signaling,ERK/MAPK Signaling,Erythropoietin Signaling Pathway,Factors involved in megakaryocyte development and platelet production,FAK Signaling,Fc epsilon receptor (FCERI) signaling,Fc Epsilon RI Signaling,Fcgamma receptor (FCGR) dependent phagocytosis,Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes,FGF Signaling,fMLP Signaling in Neutrophils,G-Protein Coupled Receptor Signaling,GDNF Family Ligand-Receptor Interactions,Germ Cell-Sertoli Cell Junction Signaling,Glioblastoma Multiforme Signaling,Glioma Invasiveness Signaling,Glucocorticoid Receptor Signaling,GNRH Signaling,GP6 Signaling Pathway,GPVI-mediated activation cascade,Gαq Signaling,Hepatic Fibrosis Signaling Pathway,HGF Signaling,HIF1α Signaling,HMGB1 Signaling,ICOS-ICOSL Signaling in T Helper Cells,IL-12 Signaling and Production in Macrophages,IL-3 Signaling,IL-8 Signaling,ILK Signaling,Integrin Signaling,L1CAM interactions,Leukocyte Extravasation Signaling,LPS-stimulated MAPK Signaling,Macropinocytosis Signaling,MAPK6/MAPK4 signaling,Molecular Mechanisms of Cancer,mTOR Signaling,Myelination Signaling Pathway,Natural Killer Cell Signaling,Netrin Signaling,Netrin-1 signaling,Neuroinflammation Signaling Pathway,Neutrophil degranulation,Neutrophil Extracellular Trap Signaling Pathway,NGF Signaling,NOD1/2 Signaling Pathway,Opioid Signaling Pathway,Osteoarthritis Pathway,p75 NTR receptor-mediated signalling,PAK Signaling,Pancreatic Adenocarcinoma Signaling,Pancreatic Secretion Signaling Pathway,Paxillin Signaling,PCP (Planar Cell Polarity) Pathway,PEDF Signaling,Phagosome Formation,Phagosome Maturation,Phospholipase C Signaling,PI3K Signaling in B Lymphocytes,PIP3 activates AKT signaling,PKCθ Signaling in T Lymphocytes,Production of Nitric Oxide and Reactive Oxygen Species in Macrophages,PTEN Signaling,Pulmonary Healing Signaling Pathway,RAC Signaling,RAR Activation,Reelin Signaling in Neurons,Regulation of Actin-based Motility by Rho,Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes,Regulation of the Epithelial Mesenchymal Transition by Growth Factors Pathway,Renal Cell Carcinoma Signaling,Renin-Angiotensin Signaling,RHO GTPase cycle,RHO GTPases activate CIT,RHO GTPases Activate Formins,RHO GTPases activate IQGAPs,RHO GTPases activate KTN1,RHO GTPases Activate NADPH Oxidases,RHO GTPases activate PAKs,RHO GTPases activate PKNs,RHO GTPases Activate WASPs and WAVEs,RHOGDI Signaling,ROBO SLIT Signaling Pathway,Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis,Role of Osteoclasts in Rheumatoid Arthritis Signaling Pathway,Role of p14/p19ARF in Tumor Suppression,Role of Tissue Factor in Cancer,S100 Family Signaling Pathway,SAPK/JNK Signaling,Semaphorin interactions,Semaphorin Neuronal Repulsive Signaling Pathway,Semaphorin Signaling in Neurons,Serotonin Receptor Signaling,Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced),Sertoli Cell-Sertoli Cell Junction Signaling,Signaling by MET,Signaling by NTRK2 (TRKB),Signaling by PTK6,Signaling by Rho Family GTPases,Signaling by ROBO receptors,Signaling by SCF-KIT,Signaling by VEGF,Sphingosine-1-phosphate Signaling,STAT3 Pathway,Sumoylation Pathway,Synaptogenesis Signaling Pathway,Systemic Lupus Erythematosus in B Cell Signaling Pathway,Systemic Lupus Erythematosus in T Cell Signaling Pathway,T Cell Receptor Signaling,TEC Kinase Signaling,Thrombin Signaling,Tight Junction Signaling,Translocation of SLC2A4 (GLUT4) to the plasma membrane,Tumor Microenvironment Pathway,Virus Entry via Endocytic Pathways,Wound Healing Signaling Pathway	
hsa-miR-142-3p	miR-142-3p (and other miRNAs w/seed GUAGUGU)	TargetScan Mouse,Ingenuity Expert Findings,TargetScan Human	Experimentally Observed,High (predicted),Moderate (predicted)	ROCK2	ABRA Signaling Pathway,Actin Cytoskeleton Signaling,Actin Nucleation by ARP-WASP Complex,Activin Inhibin Signaling Pathway,Axonal Guidance Signaling,Cardiac Hypertrophy Signaling,Cardiac Hypertrophy Signaling (Enhanced),CCR3 Signaling in Eosinophils,Chemokine Signaling,Cholecystokinin/Gastrin-mediated Signaling,CXCR4 Signaling,Endocannabinoid Cancer Inhibition Pathway,EPH-Ephrin signaling,Ephrin A Signaling,Ephrin B Signaling,Ephrin Receptor Signaling,Epithelial Adherens Junction Signaling,Estrogen Receptor Signaling,Factors Promoting Cardiogenesis in Vertebrates,G alpha (12/13) signalling events,G-Protein Coupled Receptor Signaling,Gα12/13 Signaling,Gαq Signaling,Hepatic Fibrosis Signaling Pathway,HOTAIR Regulatory Pathway,IL-13 Signaling Pathway,IL-8 Signaling,Leukocyte Extravasation Signaling,Myelination Signaling Pathway,Neurovascular Coupling Signaling Pathway,NGF Signaling,Oxytocin Signaling Pathway,Pancreatic Secretion Signaling Pathway,PCP (Planar Cell Polarity) Pathway,PEDF Signaling,Phagosome Formation,Protein Kinase A Signaling,Pulmonary Fibrosis Idiopathic Signaling Pathway,RHO GTPase cycle,RHO GTPases Activate ROCKs,RHOA Signaling,RHOGDI Signaling,Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis,S100 Family Signaling Pathway,Semaphorin interactions,Semaphorin Neuronal Repulsive Signaling Pathway,Semaphorin Signaling in Neurons,Serotonin Receptor Signaling,Signaling by Rho Family GTPases,Signaling by VEGF,Systemic Lupus Erythematosus in T Cell Signaling Pathway,Thrombin Signaling,VEGF Signaling	
hsa-miR-142-3p	miR-142-3p (and other miRNAs w/seed GUAGUGU)	Ingenuity Expert Findings	Experimentally Observed	SMAD7	Activin Inhibin Signaling Pathway,BMP signaling pathway,Deubiquitination,Hepatic Fibrosis / Hepatic Stellate Cell Activation,Hepatic Fibrosis Signaling Pathway,HEY1 Signaling Pathway,Human Embryonic Stem Cell Pluripotency,Interferon gamma signaling,Molecular Mechanisms of Cancer,Myelination Signaling Pathway,Osteoarthritis Pathway,S100 Family Signaling Pathway,Senescence Pathway,Signaling by BMP,Signaling by TGF-beta Receptor Complex,TGF-β Signaling,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	
hsa-miR-142-3p	miR-142-3p (and other miRNAs w/seed GUAGUGU)	TargetScan Mouse,Ingenuity Expert Findings,TargetScan Human	Experimentally Observed,High (predicted)	TARDBP	Mitochondrial Dysfunction	
hsa-miR-142-3p	miR-142-3p (and other miRNAs w/seed GUAGUGU)	Ingenuity Expert Findings	Experimentally Observed	TGFB1	Activin Inhibin Signaling Pathway,Adipogenesis pathway,Adrenergic Receptor Signaling Pathway (Enhanced),Airway Inflammation in Asthma,Airway Pathology in Chronic Obstructive Pulmonary Disease,Altered T Cell and B Cell Signaling in Rheumatoid Arthritis,Antiproliferative Role of TOB in T Cell Signaling,Apelin Cardiac Fibroblast Signaling Pathway,Apelin Cardiomyocyte Signaling Pathway,Aryl Hydrocarbon Receptor Signaling,Atherosclerosis Signaling,Autism Signaling Pathway,Autophagy,Breast Cancer Regulation by Stathmin1,Cachexia Signaling Pathway,Cardiac Hypertrophy Signaling,Cardiac Hypertrophy Signaling (Enhanced),CDX Gastrointestinal Cancer Signaling Pathway,Cell Cycle: G1/S Checkpoint Regulation,Cell surface interactions at the vascular wall,Cellular Effects of Sildenafil (Viagra),CGAS-STING Signaling Pathway,Chronic Myeloid Leukemia Signaling,CLEAR Signaling Pathway,Colorectal Cancer Metastasis Signaling,Coronavirus Pathogenesis Pathway,CREB Signaling in Neurons,CSDE1 Signaling Pathway,CTLA4 Signaling in Cytotoxic T Lymphocytes,Cyclins and Cell Cycle Regulation,Deubiquitination,Docosahexaenoic Acid (DHA) Signaling,Elastic fibre formation,Ephrin A Signaling,Erythropoietin Signaling Pathway,Extracellular matrix organization,Factors Promoting Cardiogenesis in Vertebrates,FAK Signaling,FAT10 Cancer Signaling Pathway,FXR/RXR Activation,GADD45 Signaling,Gap Junction Signaling,Germ Cell-Sertoli Cell Junction Signaling,Glucocorticoid Receptor Signaling,Glutaminergic Receptor Signaling Pathway (Enhanced),Hematoma Resolution Signaling Pathway,Hepatic Cholestasis,Hepatic Fibrosis / Hepatic Stellate Cell Activation,Hepatic Fibrosis Signaling Pathway,Hereditary Breast Cancer Signaling,HEY1 Signaling Pathway,HIF1α Signaling,HMGB1 Signaling,HOTAIR Regulatory Pathway,Human Embryonic Stem Cell Pluripotency,ID1 Signaling Pathway,IL-12 Signaling and Production in Macrophages,IL-13 Signaling Pathway,IL-17 Signaling,IL-17A Signaling in Fibroblasts,IL-4 Signaling,Inhibition of Angiogenesis by TSP1,Interleukin-4 and Interleukin-13 signaling,Macrophage Alternative Activation Signaling Pathway,Macrophage Classical Activation Signaling Pathway,MicroRNA Biogenesis Signaling Pathway,Mitotic Roles of Polo-Like Kinase,Molecular Mechanisms of Cancer,Multiple Sclerosis Signaling Pathway,NAD Signaling Pathway,NAFLD Signaling Pathway,Neuroinflammation Signaling Pathway,NOD1/2 Signaling Pathway,Osteoarthritis Pathway,p38 MAPK Signaling,Pancreatic Adenocarcinoma Signaling,Parkinson's Signaling Pathway,Pathogen Induced Cytokine Storm Signaling Pathway,PD-1, PD-L1 cancer immunotherapy pathway,PFKFB4 Signaling Pathway,PPARα/RXRα Activation,Protein Kinase A Signaling,Pulmonary Fibrosis Idiopathic Signaling Pathway,Pulmonary Healing Signaling Pathway,RAR Activation,Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes,Regulation of the Epithelial Mesenchymal Transition by Growth Factors Pathway,Regulation of the Epithelial-Mesenchymal Transition Pathway,Renal Cell Carcinoma Signaling,Response to elevated platelet cytosolic Ca2+,ROBO SLIT Signaling Pathway,Role of Cytokines in Mediating Communication between Immune Cells,Role of JAK family kinases in IL-6-type Cytokine Signaling,Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis,Role of NFAT in Cardiac Hypertrophy,Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway,Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis,Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses,Role of Tissue Factor in Cancer,S100 Family Signaling Pathway,Senescence Pathway,Serotonin Receptor Signaling,Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced),Signaling by TGF-beta Receptor Complex,Sleep REM Signaling Pathway,SPINK1 Pancreatic Cancer Pathway,STAT3 Pathway,Syndecan interactions,Systemic Lupus Erythematosus in B Cell Signaling Pathway,T Cell Exhaustion Signaling Pathway,T Helper Cell Differentiation,TGF-β Signaling,Th1 and Th2 Activation Pathway,Th2 Pathway,Tight Junction Signaling,Transcriptional regulation by RUNX3,Transcriptional regulation of white adipocyte differentiation,Transcriptional Regulatory Network in Embryonic Stem Cells,Tumor Microenvironment Pathway,WNT/β-catenin Signaling,Wound Healing Signaling Pathway	
hsa-miR-142-3p	miR-142-3p (and other miRNAs w/seed GUAGUGU)	Ingenuity Expert Findings	Experimentally Observed	TGFB2	Activin Inhibin Signaling Pathway,Adrenergic Receptor Signaling Pathway (Enhanced),Airway Inflammation in Asthma,Airway Pathology in Chronic Obstructive Pulmonary Disease,Antiproliferative Role of TOB in T Cell Signaling,Apelin Cardiac Fibroblast Signaling Pathway,Aryl Hydrocarbon Receptor Signaling,Autism Signaling Pathway,Autophagy,Breast Cancer Regulation by Stathmin1,Cachexia Signaling Pathway,Cardiac Hypertrophy Signaling,Cardiac Hypertrophy Signaling (Enhanced),CDX Gastrointestinal Cancer Signaling Pathway,Cell Cycle: G1/S Checkpoint Regulation,Cellular Effects of Sildenafil (Viagra),CGAS-STING Signaling Pathway,Chronic Myeloid Leukemia Signaling,CLEAR Signaling Pathway,Colorectal Cancer Metastasis Signaling,CREB Signaling in Neurons,CTLA4 Signaling in Cytotoxic T Lymphocytes,Cyclins and Cell Cycle Regulation,Docosahexaenoic Acid (DHA) Signaling,Elastic fibre formation,Ephrin A Signaling,Epithelial Adherens Junction Signaling,Erythropoietin Signaling Pathway,Extracellular matrix organization,Factors Promoting Cardiogenesis in Vertebrates,FAK Signaling,FAT10 Cancer Signaling Pathway,FXR/RXR Activation,GADD45 Signaling,Germ Cell-Sertoli Cell Junction Signaling,Glucocorticoid Receptor Signaling,Glutaminergic Receptor Signaling Pathway (Enhanced),Hematoma Resolution Signaling Pathway,Hepatic Cholestasis,Hepatic Fibrosis / Hepatic Stellate Cell Activation,Hepatic Fibrosis Signaling Pathway,Hereditary Breast Cancer Signaling,HEY1 Signaling Pathway,HIF1α Signaling,HMGB1 Signaling,Human Embryonic Stem Cell Pluripotency,ID1 Signaling Pathway,IL-12 Signaling and Production in Macrophages,IL-13 Signaling Pathway,IL-17 Signaling,IL-4 Signaling,Macrophage Alternative Activation Signaling Pathway,Macrophage Classical Activation Signaling Pathway,MicroRNA Biogenesis Signaling Pathway,Molecular Mechanisms of Cancer,Multiple Sclerosis Signaling Pathway,NAD Signaling Pathway,NAFLD Signaling Pathway,Neuroinflammation Signaling Pathway,NOD1/2 Signaling Pathway,p38 MAPK Signaling,Pancreatic Adenocarcinoma Signaling,Parkinson's Signaling Pathway,Pathogen Induced Cytokine Storm Signaling Pathway,PD-1, PD-L1 cancer immunotherapy pathway,PFKFB4 Signaling Pathway,PPARα/RXRα Activation,Protein Kinase A Signaling,Pulmonary Fibrosis Idiopathic Signaling Pathway,Pulmonary Healing Signaling Pathway,RAR Activation,Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes,Regulation of the Epithelial Mesenchymal Transition by Growth Factors Pathway,Regulation of the Epithelial-Mesenchymal Transition Pathway,Response to elevated platelet cytosolic Ca2+,Role of JAK family kinases in IL-6-type Cytokine Signaling,Role of NFAT in Cardiac Hypertrophy,Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway,Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses,Role of Tissue Factor in Cancer,S100 Family Signaling Pathway,Senescence Pathway,Serotonin Receptor Signaling,Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced),Signaling by TGF-beta Receptor Complex,Sleep REM Signaling Pathway,STAT3 Pathway,Systemic Lupus Erythematosus in B Cell Signaling Pathway,TGF-β Signaling,Tight Junction Signaling,Transcriptional Regulatory Network in Embryonic Stem Cells,Tumor Microenvironment Pathway,VDR/RXR Activation,WNT/β-catenin Signaling,Wound Healing Signaling Pathway	
hsa-miR-142-3p	miR-142-3p (and other miRNAs w/seed GUAGUGU)	TargetScan Mouse,Ingenuity Expert Findings,TargetScan Human	Experimentally Observed,High (predicted),Moderate (predicted)	TGFBR1	Antiproliferative Role of TOB in T Cell Signaling,Cachexia Signaling Pathway,Cardiac Hypertrophy Signaling,Cardiac Hypertrophy Signaling (Enhanced),Cellular Effects of Sildenafil (Viagra),Chronic Myeloid Leukemia Signaling,CLEAR Signaling Pathway,Colorectal Cancer Metastasis Signaling,Coronavirus Pathogenesis Pathway,CREB Signaling in Neurons,Deubiquitination,Epithelial Adherens Junction Signaling,Factors Promoting Cardiogenesis in Vertebrates,FAK Signaling,FAT10 Cancer Signaling Pathway,GADD45 Signaling,Gap Junction Signaling,Germ Cell-Sertoli Cell Junction Signaling,Glucocorticoid Receptor Signaling,Hepatic Fibrosis / Hepatic Stellate Cell Activation,Hepatic Fibrosis Signaling Pathway,HEY1 Signaling Pathway,Human Embryonic Stem Cell Pluripotency,ID1 Signaling Pathway,Inhibition of Angiogenesis by TSP1,Molecular Mechanisms of Cancer,Neuroinflammation Signaling Pathway,NF-κB Signaling,Osteoarthritis Pathway,p38 MAPK Signaling,Pancreatic Adenocarcinoma Signaling,PPARα/RXRα Activation,Protein Kinase A Signaling,PTEN Signaling,Pulmonary Fibrosis Idiopathic Signaling Pathway,RAR Activation,Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes,Regulation of the Epithelial Mesenchymal Transition by Growth Factors Pathway,Regulation of the Epithelial-Mesenchymal Transition Pathway,Role of NFAT in Cardiac Hypertrophy,Role of Tissue Factor in Cancer,Senescence Pathway,Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced),Sertoli Cell-Sertoli Cell Junction Signaling,Signaling by TGF-beta Receptor Complex,SPINK1 Pancreatic Cancer Pathway,STAT3 Pathway,T Cell Exhaustion Signaling Pathway,T Helper Cell Differentiation,TGF-β Signaling,Th1 and Th2 Activation Pathway,Th2 Pathway,Tight Junction Signaling,Transcriptional Regulatory Network in Embryonic Stem Cells,WNT/β-catenin Signaling,Wound Healing Signaling Pathway	
hsa-miR-142-5p	miR-142-5p (and other miRNAs w/seed AUAAAGU)	Ingenuity Expert Findings	Experimentally Observed	CCNB1	ATM Signaling,Cell Cycle Checkpoints,Cell Cycle: G2/M DNA Damage Checkpoint Regulation,Cohesin Chromatin Regulation Pathway,Cyclins and Cell Cycle Regulation,DNA damage-induced 14-3-3σ Signaling,GADD45 Signaling,Hereditary Breast Cancer Signaling,Kinetochore Metaphase Signaling Pathway,Mitotic G1 phase and G1/S transition,Mitotic G2-G2/M phases,Mitotic Metaphase and Anaphase,Mitotic Prometaphase,Mitotic Prophase,Mitotic Roles of Polo-Like Kinase,Pulmonary Healing Signaling Pathway,Regulation of mitotic cell cycle,Senescence Pathway,Sonic Hedgehog Signaling,TP53 Regulates Transcription of Cell Cycle Genes,Transcriptional regulation by RUNX2	
hsa-miR-142-5p	miR-142-5p (and other miRNAs w/seed AUAAAGU)	Ingenuity Expert Findings	Experimentally Observed	LIMA1	 	
hsa-miR-142-5p	miR-142-5p (and other miRNAs w/seed AUAAAGU)	Ingenuity Expert Findings	Experimentally Observed	TFRC	Cargo recognition for clathrin-mediated endocytosis,Clathrin-mediated endocytosis,Clathrin-mediated Endocytosis Signaling,Ferroptosis Signaling Pathway,Hepatic Fibrosis Signaling Pathway,Iron homeostasis signaling pathway,Iron uptake and transport,RHO GTPase cycle,trans-Golgi Network Vesicle Budding,Virus Entry via Endocytic Pathways	
hsa-miR-143-3p	miR-143-3p (and other miRNAs w/seed GAGAUGA)	Ingenuity Expert Findings,TargetScan Human	Experimentally Observed,Moderate (predicted)	BCL2	Acetylcholine Receptor Signaling Pathway,Adrenomedullin signaling pathway,Amyotrophic Lateral Sclerosis Signaling,Apoptosis Signaling,Autophagy,BEX2 Signaling Pathway,Cachexia Signaling Pathway,Cellular Effects of Sildenafil (Viagra),Ceramide Signaling,Chronic Myeloid Leukemia Signaling,Coronavirus Pathogenesis Pathway,Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells,Death Receptor Signaling,Dilated Cardiomyopathy Signaling Pathway,DNA damage-induced 14-3-3σ Signaling,Docosahexaenoic Acid (DHA) Signaling,EIF2 Signaling,ESR-mediated signaling,Estrogen Receptor Signaling,Extra-nuclear estrogen signaling,Folate Signaling Pathway,Glucocorticoid Receptor Signaling,Hepatic Fibrosis / Hepatic Stellate Cell Activation,Hepatic Fibrosis Signaling Pathway,ID1 Signaling Pathway,IL-10 Signaling,IL-17A Signaling in Fibroblasts,IL-7 Signaling Pathway,IL-8 Signaling,Immunogenic Cell Death Signaling Pathway,Induction of Apoptosis by HIV1,Interferon Signaling,Interleukin-4 and Interleukin-13 signaling,Intrinsic Pathway for Apoptosis,Melanocyte Development and Pigmentation Signaling,Mitochondrial Dysfunction,Molecular Mechanisms of Cancer,MYC Mediated Apoptosis Signaling,Neuroinflammation Signaling Pathway,NLR signaling pathways,NUR77 Signaling in T Lymphocytes,Ovarian Cancer Signaling,OX40 Signaling Pathway,p53 Signaling,Pancreatic Adenocarcinoma Signaling,PEDF Signaling,PI3K/AKT Signaling,Prostate Cancer Signaling,PTEN Signaling,Pulmonary Fibrosis Idiopathic Signaling Pathway,Ribonucleotide Reductase Signaling Pathway,Role of JAK2 in Hormone-like Cytokine Signaling,Role of MAPK Signaling in Promoting the Pathogenesis of Influenza,Role of MAPK Signaling in the Pathogenesis of Influenza,Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway,Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis,Role of Osteoclasts in Rheumatoid Arthritis Signaling Pathway,Role of Tissue Factor in Cancer,S100 Family Signaling Pathway,Serotonin Receptor Signaling,Small Cell Lung Cancer Signaling,STAT3 Pathway,Systemic Lupus Erythematosus in B Cell Signaling Pathway,TGF-β Signaling,Tumor Microenvironment Pathway,Type I Diabetes Mellitus Signaling,Unfolded protein response,VEGF Signaling	
hsa-miR-143-3p	miR-143-3p (and other miRNAs w/seed GAGAUGA)	miRecords	Experimentally Observed	DNMT3A	DNA methylation,DNA Methylation and Transcriptional Repression Signaling,Histone Modification Signaling Pathway,PRC2 methylates histones and DNA,SUMOylation of DNA methylation proteins,Sumoylation Pathway	
hsa-miR-143-3p	miR-143-3p (and other miRNAs w/seed GAGAUGA)	miRecords	Experimentally Observed	FNDC3B	 	
hsa-miR-143-3p	miR-143-3p (and other miRNAs w/seed GAGAUGA)	TargetScan Mouse,Ingenuity Expert Findings,TargetScan Human	Experimentally Observed,High (predicted)	IGFBP5	Hepatic Fibrosis / Hepatic Stellate Cell Activation,IGF-1 Signaling,Post-translational protein phosphorylation,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by IGFBPs,VDR/RXR Activation	
